"cod_pais","cod_atleta","cod_desporto","evento","tipo_medalha"
"FRA","2207","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Bronze Medal"
"FRA","3514","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Bronze Medal"
"FRA","3913","ROW","PR3 Mixed Coxed Four - PR3Mix4+","Bronze Medal"
"CHN","1825","ROW","PR2 Mixed Double Sculls - PR2Mix2x","Bronze Medal"
"CHN","2332","ROW","PR2 Mixed Double Sculls - PR2Mix2x","Bronze Medal"
"IND","3681","SHO","P1 - Men's 10m Air Pistol SH1","Bronze Medal"
"KOR","3038","SHO","R1 - Men's 10m Air Rifle Standing SH1","Bronze Medal"
"KOR","3641","SHO","R7 - Men's 50m Rifle 3 Positions SH1","Bronze Medal"
"UKR","3622","SHO","R3 - Mixed 10m Air Rifle Prone SH1","Bronze Medal"
"SLO","3982","SHO","R5 - Mixed 10m Air Rifle Prone SH2","Bronze Medal"
"ITA","2338","SHO","R4 - Mixed 10m Air Rifle Standing SH2","Bronze Medal"
"UKR","968","SHO","P3 - Mixed 25m Pistol SH1","Bronze Medal"
"RPC","2434","SHO","P4 - Mixed 50m Pistol SH1","Bronze Medal"
"ESP","3423","SHO","R6 - Mixed 50m Rifle Prone SH1","Bronze Medal"
"UKR","2092","SHO","R9 - Mixed 50m Rifle Prone SH2","Bronze Medal"
"HUN","893","SHO","P2 - Women's 10m Air Pistol SH1","Bronze Medal"
"UKR","3622","SHO","R2 - Women's 10m Air Rifle Standing SH1","Bronze Medal"
"IND","2256","SHO","R8 - Women's 50m Rifle 3 Positions SH1","Bronze Medal"
"BIH","124","VBS","Men","Bronze Medal"
"BIH","538","VBS","Men","Bronze Medal"
"BIH","606","VBS","Men","Bronze Medal"
"BIH","820","VBS","Men","Bronze Medal"
"BIH","949","VBS","Men","Bronze Medal"
"BIH","1069","VBS","Men","Bronze Medal"
"BIH","1401","VBS","Men","Bronze Medal"
"BIH","1554","VBS","Men","Bronze Medal"
"BIH","1866","VBS","Men","Bronze Medal"
"BIH","2442","VBS","Men","Bronze Medal"
"BIH","2563","VBS","Men","Bronze Medal"
"BRA","845","VBS","Women","Bronze Medal"
"BRA","904","VBS","Women","Bronze Medal"
"BRA","921","VBS","Women","Bronze Medal"
"BRA","926","VBS","Women","Bronze Medal"
"BRA","938","VBS","Women","Bronze Medal"
"BRA","1268","VBS","Women","Bronze Medal"
"BRA","1496","VBS","Women","Bronze Medal"
"BRA","1819","VBS","Women","Bronze Medal"
"BRA","2254","VBS","Women","Bronze Medal"
"BRA","2806","VBS","Women","Bronze Medal"
"BRA","3098","VBS","Women","Bronze Medal"
"BRA","3342","VBS","Women","Bronze Medal"
"ITA","421","SWM","Men's 100m Backstroke - S1","Bronze Medal"
"RPC","884","SWM","Men's 100m Backstroke - S2","Bronze Medal"
"CRO","3683","SWM","Men's 100m Backstroke - S6","Bronze Medal"
"ISR","2433","SWM","Men's 100m Backstroke - S7","Bronze Medal"
"CHN","2326","SWM","Men's 100m Backstroke - S8","Bronze Medal"
"AUS","1648","SWM","Men's 100m Backstroke - S9","Bronze Medal"
"FRA","2453","SWM","Men's 100m Backstroke - S10","Bronze Medal"
"CHN","4362","SWM","Men's 100m Backstroke - S11","Bronze Medal"
"GBR","759","SWM","Men's 100m Backstroke - S12","Bronze Medal"
"RPC","3750","SWM","Men's 100m Backstroke - S13","Bronze Medal"
"GBR","1066","SWM","Men's 100m Backstroke - S14","Bronze Medal"
"UKR","1054","SWM","Men's 100m Butterfly - S8","Bronze Medal"
"RPC","3686","SWM","Men's 100m Butterfly - S9","Bronze Medal"
"AUS","3071","SWM","Men's 100m Butterfly - S10","Bronze Medal"
"BRA","371","SWM","Men's 100m Butterfly - S11","Bronze Medal"
"RPC","2418","SWM","Men's 100m Butterfly - S12","Bronze Medal"
"UZB","235","SWM","Men's 100m Butterfly - S13","Bronze Medal"
"AUS","1555","SWM","Men's 100m Butterfly - S14","Bronze Medal"
"GRE","4042","SWM","Men's 100m Breaststroke - SB4","Bronze Medal"
"CHN","2288","SWM","Men's 100m Breaststroke - SB5","Bronze Medal"
"AUS","2282","SWM","Men's 100m Breaststroke - SB6","Bronze Medal"
"AUS","763","SWM","Men's 100m Breaststroke - SB7","Bronze Medal"
"CHN","4367","SWM","Men's 100m Breaststroke - SB8","Bronze Medal"
"RPC","335","SWM","Men's 100m Breaststroke - SB9","Bronze Medal"
"CHN","4362","SWM","Men's 100m Breaststroke - SB11","Bronze Medal"
"RPC","3442","SWM","Men's 100m Breaststroke - SB12","Bronze Medal"
"KAZ","4497","SWM","Men's 100m Breaststroke - SB13","Bronze Medal"
"GBR","3249","SWM","Men's 100m Breaststroke - SB14","Bronze Medal"
"RPC","4478","SWM","Men's 100m Freestyle - S4","Bronze Medal"
"BRA","907","SWM","Men's 100m Freestyle - S5","Bronze Medal"
"BRA","1398","SWM","Men's 100m Freestyle - S6","Bronze Medal"
"GRE","2611","SWM","Men's 100m Freestyle - S8","Bronze Medal"
"ITA","3260","SWM","Men's 100m Freestyle - S10","Bronze Medal"
"GBR","759","SWM","Men's 100m Freestyle - S12","Bronze Medal"
"AUS","3054","SWM","Men's 150m Individual Medley - SM3","Bronze Medal"
"JPN","3840","SWM","Men's 150m Individual Medley - SM4","Bronze Medal"
"RPC","884","SWM","Men's 200m Freestyle - S2","Bronze Medal"
"MEX","1609","SWM","Men's 200m Freestyle - S3","Bronze Medal"
"RPC","4478","SWM","Men's 200m Freestyle - S4","Bronze Medal"
"BRA","907","SWM","Men's 200m Freestyle - S5","Bronze Medal"
"RPC","1128","SWM","Men's 200m Freestyle - S14","Bronze Medal"
"CHN","1822","SWM","Men's 200m Individual Medley - SM6","Bronze Medal"
"COL","3595","SWM","Men's 200m Individual Medley - SM7","Bronze Medal"
"CHN","4367","SWM","Men's 200m Individual Medley - SM8","Bronze Medal"
"FRA","994","SWM","Men's 200m Individual Medley - SM9","Bronze Medal"
"NED","3879","SWM","Men's 200m Individual Medley - SM10","Bronze Medal"
"JPN","3999","SWM","Men's 200m Individual Medley - SM11","Bronze Medal"
"NED","4135","SWM","Men's 200m Individual Medley - SM13","Bronze Medal"
"UKR","2101","SWM","Men's 200m Individual Medley - SM14","Bronze Medal"
"RPC","2265","SWM","Men's 400m Freestyle - S6","Bronze Medal"
"USA","258","SWM","Men's 400m Freestyle - S7","Bronze Medal"
"USA","4011","SWM","Men's 400m Freestyle - S8","Bronze Medal"
"AUS","4056","SWM","Men's 400m Freestyle - S9","Bronze Medal"
"AUS","1315","SWM","Men's 400m Freestyle - S10","Bronze Medal"
"CHN","1683","SWM","Men's 400m Freestyle - S11","Bronze Medal"
"FRA","3196","SWM","Men's 400m Freestyle - S13","Bronze Medal"
"UKR","519","SWM","Men's 4x100m Freestyle Relay - 34 Points","Bronze Medal"
"UKR","1054","SWM","Men's 4x100m Freestyle Relay - 34 Points","Bronze Medal"
"UKR","2119","SWM","Men's 4x100m Freestyle Relay - 34 Points","Bronze Medal"
"UKR","4040","SWM","Men's 4x100m Freestyle Relay - 34 Points","Bronze Medal"
"ITA","328","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","439","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","1174","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","2581","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","2707","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","3260","SWM","Men's 4x100m Medley Relay - 34 Points","Bronze Medal"
"ITA","421","SWM","Men's 50m Backstroke - S1","Bronze Medal"
"RPC","884","SWM","Men's 50m Backstroke - S2","Bronze Medal"
"MEX","2350","SWM","Men's 50m Backstroke - S3","Bronze Medal"
"MEX","600","SWM","Men's 50m Backstroke - S4","Bronze Medal"
"CHN","4243","SWM","Men's 50m Backstroke - S5","Bronze Medal"
"CHN","4414","SWM","Men's 50m Butterfly - S5","Bronze Medal"
"COL","817","SWM","Men's 50m Butterfly - S6","Bronze Medal"
"COL","3595","SWM","Men's 50m Butterfly - S7","Bronze Medal"
"MEX","1609","SWM","Men's 50m Breaststroke - SB2","Bronze Medal"
"JPN","3840","SWM","Men's 50m Breaststroke - SB3","Bronze Medal"
"UKR","2978","SWM","Men's 50m Freestyle - S3","Bronze Medal"
"ITA","364","SWM","Men's 50m Freestyle - S4","Bronze Medal"
"CHN","4243","SWM","Men's 50m Freestyle - S5","Bronze Medal"
"UKR","470","SWM","Men's 50m Freestyle - S7","Bronze Medal"
"USA","1629","SWM","Men's 50m Freestyle - S9","Bronze Medal"
"BRA","2577","SWM","Men's 50m Freestyle - S10","Bronze Medal"
"LTU","2507","SWM","Men's 50m Freestyle - S11","Bronze Medal"
"UKR","4169","SWM","Men's 50m Freestyle - S13","Bronze Medal"
"MEX","3269","SWM","Women's 100m Backstroke - S2","Bronze Medal"
"GER","3555","SWM","Women's 100m Backstroke - S6","Bronze Medal"
"USA","1308","SWM","Women's 100m Backstroke - S7","Bronze Medal"
"USA","2343","SWM","Women's 100m Backstroke - S8","Bronze Medal"
"NZL","3045","SWM","Women's 100m Backstroke - S9","Bronze Medal"
"NED","2112","SWM","Women's 100m Backstroke - S10","Bronze Medal"
"CHN","2285","SWM","Women's 100m Backstroke - S11","Bronze Medal"
"BRA","1411","SWM","Women's 100m Backstroke - S12","Bronze Medal"
"AUS","943","SWM","Women's 100m Backstroke - S13","Bronze Medal"
"GBR","203","SWM","Women's 100m Backstroke - S14","Bronze Medal"
"COL","1432","SWM","Women's 100m Butterfly - S8","Bronze Medal"
"ESP","1344","SWM","Women's 100m Butterfly - S9","Bronze Medal"
"NED","4504","SWM","Women's 100m Butterfly - S10","Bronze Medal"
"RPC","3150","SWM","Women's 100m Butterfly - S13","Bronze Medal"
"AUS","3791","SWM","Women's 100m Butterfly - S14","Bronze Medal"
"CHN","4377","SWM","Women's 100m Breaststroke - SB4","Bronze Medal"
"GER","3555","SWM","Women's 100m Breaststroke - SB5","Bronze Medal"
"USA","1615","SWM","Women's 100m Breaststroke - SB6","Bronze Medal"
"AUS","3964","SWM","Women's 100m Breaststroke - SB7","Bronze Medal"
"RPC","3281","SWM","Women's 100m Breaststroke - SB8","Bronze Medal"
"AUS","3776","SWM","Women's 100m Breaststroke - SB9","Bronze Medal"
"UKR","399","SWM","Women's 100m Breaststroke - SB11","Bronze Medal"
"UKR","2517","SWM","Women's 100m Breaststroke - SB12","Bronze Medal"
"USA","4405","SWM","Women's 100m Breaststroke - SB13","Bronze Medal"
"BRA","486","SWM","Women's 100m Breaststroke - SB14","Bronze Medal"
"RPC","3648","SWM","Women's 100m Freestyle - S3","Bronze Medal"
"ITA","468","SWM","Women's 100m Freestyle - S5","Bronze Medal"
"CHN","1826","SWM","Women's 100m Freestyle - S7","Bronze Medal"
"UKR","2594","SWM","Women's 100m Freestyle - S7","Bronze Medal"
"BRA","3311","SWM","Women's 100m Freestyle - S9","Bronze Medal"
"NED","2112","SWM","Women's 100m Freestyle - S10","Bronze Medal"
"CHN","593","SWM","Women's 100m Freestyle - S11","Bronze Medal"
"GBR","3411","SWM","Women's 100n Freestyle - S12","Bronze Medal"
"RPC","579","SWM","Women's 150m Individual Medley - SM4","Bronze Medal"
"ITA","468","SWM","Women's 200m Freestyle - S5","Bronze Medal"
"GBR","203","SWM","Women's 200m Freestyle - S14","Bronze Medal"
"ITA","468","SWM","Women's 200m Individual Medley - SM5","Bronze Medal"
"GER","3555","SWM","Women's 200m Individual Medley - SM6","Bronze Medal"
"AUS","3964","SWM","Women's 200m Individual Medley - SM7","Bronze Medal"
"RPC","3065","SWM","Women's 200m Individual Medley - SM8","Bronze Medal"
"ESP","2474","SWM","Women's 200m Individual Medley - SM9","Bronze Medal"
"NED","2112","SWM","Women's 200m Individual Medley - SM10","Bronze Medal"
"USA","3006","SWM","Women's 200m Individual Medley - SM11","Bronze Medal"
"UZB","4014","SWM","Women's 200m Individual Medley - SM13","Bronze Medal"
"GBR","1220","SWM","Women's 200m Individual Medley - SM14","Bronze Medal"
"SUI","2573","SWM","Women's 400m Freestyle - S6","Bronze Medal"
"USA","1308","SWM","Women's 400m Freestyle - S7","Bronze Medal"
"ITA","3011","SWM","Women's 400m Freestyle - S8","Bronze Medal"
"GBR","3619","SWM","Women's 400m Freestyle - S9","Bronze Medal"
"POL","1765","SWM","Women's 400m Freestyle - S10","Bronze Medal"
"CHN","593","SWM","Women's 400m Freestyle - S11","Bronze Medal"
"AUS","943","SWM","Women's 400m Freestyle - S13","Bronze Medal"
"CAN","446","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Bronze Medal"
"CAN","1055","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Bronze Medal"
"CAN","3326","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Bronze Medal"
"CAN","3389","SWM","Women's 4x100m Freestyle Relay - 34 Pts","Bronze Medal"
"AUS","363","SWM","Women's 4x100m Medley Relay - 34 Points","Bronze Medal"
"AUS","771","SWM","Women's 4x100m Medley Relay - 34 Points","Bronze Medal"
"AUS","3776","SWM","Women's 4x100m Medley Relay - 34 Points","Bronze Medal"
"AUS","4188","SWM","Women's 4x100m Medley Relay - 34 Points","Bronze Medal"
"CHN","1196","SWM","Women's 50m Backstroke - S2","Bronze Medal"
"RPC","3648","SWM","Women's 50m Backstroke - S3","Bronze Medal"
"GRE","3764","SWM","Women's 50m Backstroke - S4","Bronze Medal"
"TUR","2999","SWM","Women's 50m Backstroke - S5","Bronze Medal"
"CHN","704","SWM","Women's 50m Butterfly - S5","Bronze Medal"
"USA","2471","SWM","Women's 50m Butterfly - S6","Bronze Medal"
"ITA","3955","SWM","Women's 50m Butterfly - S7","Bronze Medal"
"MEX","2639","SWM","Women's 50m Breaststroke - SB3","Bronze Medal"
"ESP","1205","SWM","Women's 50m Freestyle - S4","Bronze Medal"
"UKR","1660","SWM","Women's 50m Freestyle - S6","Bronze Medal"
"ITA","3011","SWM","Women's 50m Freestyle - S8","Bronze Medal"
"CAN","3326","SWM","Women's 50m Freestyle - S10","Bronze Medal"
"CYP","3082","SWM","Women's 50m Freestyle - S11","Bronze Medal"
"ITA","1382","SWM","Women's 50m Freestyle - S13","Bronze Medal"
"UKR","1325","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Bronze Medal"
"UKR","3147","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Bronze Medal"
"UKR","3777","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Bronze Medal"
"UKR","4169","SWM","Mixed 4x100m Freestyle Relay - 49 Points","Bronze Medal"
"BRA","309","SWM","Mixed 4x100m Freestyle Relay - S14","Bronze Medal"
"BRA","487","SWM","Mixed 4x100m Freestyle Relay - S14","Bronze Medal"
"BRA","3724","SWM","Mixed 4x100m Freestyle Relay - S14","Bronze Medal"
"BRA","4184","SWM","Mixed 4x100m Freestyle Relay - S14","Bronze Medal"
"BRA","861","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","907","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","1398","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","2578","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","3096","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","3838","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"BRA","3986","SWM","Mixed 4x50m Freestyle Relay - 20 Points","Bronze Medal"
"GBR","2523","TTE","Men's Singles - Class 1","Bronze Medal"
"KOR","2797","TTE","Men's Singles - Class 1","Bronze Medal"
"KOR","664","TTE","Men's Singles - Class 2","Bronze Medal"
"KOR","3037","TTE","Men's Singles - Class 2","Bronze Medal"
"CHN","4447","TTE","Men's Singles - Class 3","Bronze Medal"
"USA","4122","TTE","Men's Singles - Class 3","Bronze Medal"
"FRA","3965","TTE","Men's Singles - Class 4","Bronze Medal"
"TUR","4061","TTE","Men's Singles - Class 4","Bronze Medal"
"GBR","1698","TTE","Men's Singles - Class 5","Bronze Medal"
"TUR","2998","TTE","Men's Singles - Class 5","Bronze Medal"
"GBR","1901","TTE","Men's Singles - Class 6","Bronze Medal"
"THA","3960","TTE","Men's Singles - Class 6","Bronze Medal"
"CHN","2306","TTE","Men's Singles - Class 7","Bronze Medal"
"POL","731","TTE","Men's Singles - Class 7","Bronze Medal"
"CHN","3088","TTE","Men's Singles - Class 8","Bronze Medal"
"UKR","2852","TTE","Men's Singles - Class 8","Bronze Medal"
"RPC","2887","TTE","Men's Singles - Class 9","Bronze Medal"
"UKR","2409","TTE","Men's Singles - Class 9","Bronze Medal"
"INA","1770","TTE","Men's Singles - Class 10","Bronze Medal"
"MNE","3255","TTE","Men's Singles - Class 10","Bronze Medal"
"BEL","4112","TTE","Men's Singles - Class 11","Bronze Medal"
"FRA","814","TTE","Men's Singles - Class 11","Bronze Medal"
"POL","842","TTE","Men's Team - Classes 1-2","Bronze Medal"
"POL","1780","TTE","Men's Team - Classes 1-2","Bronze Medal"
"SVK","2369","TTE","Men's Team - Classes 1-2","Bronze Medal"
"SVK","3308","TTE","Men's Team - Classes 1-2","Bronze Medal"
"CZE","3810","TTE","Men's Team - Class 3","Bronze Medal"
"CZE","3843","TTE","Men's Team - Class 3","Bronze Medal"
"THA","732","TTE","Men's Team - Class 3","Bronze Medal"
"THA","1397","TTE","Men's Team - Class 3","Bronze Medal"
"THA","2190","TTE","Men's Team - Class 3","Bronze Medal"
"FRA","2597","TTE","Men's Team - Class 4-5","Bronze Medal"
"FRA","3516","TTE","Men's Team - Class 4-5","Bronze Medal"
"FRA","3965","TTE","Men's Team - Class 4-5","Bronze Medal"
"SVK","2618","TTE","Men's Team - Class 4-5","Bronze Medal"
"SVK","4023","TTE","Men's Team - Class 4-5","Bronze Medal"
"GER","3278","TTE","Men's Team - Classes 6-7","Bronze Medal"
"GER","3550","TTE","Men's Team - Classes 6-7","Bronze Medal"
"ESP","2694","TTE","Men's Team - Classes 6-7","Bronze Medal"
"ESP","4105","TTE","Men's Team - Classes 6-7","Bronze Medal"
"FRA","412","TTE","Men's Team - Class 8","Bronze Medal"
"FRA","513","TTE","Men's Team - Class 8","Bronze Medal"
"GBR","2552","TTE","Men's Team - Class 8","Bronze Medal"
"GBR","3640","TTE","Men's Team - Class 8","Bronze Medal"
"GBR","4305","TTE","Men's Team - Class 8","Bronze Medal"
"NGR","64","TTE","Men's Team - Class 9-10","Bronze Medal"
"NGR","1176","TTE","Men's Team - Class 9-10","Bronze Medal"
"NGR","2949","TTE","Men's Team - Class 9-10","Bronze Medal"
"UKR","1925","TTE","Men's Team - Class 9-10","Bronze Medal"
"UKR","2409","TTE","Men's Team - Class 9-10","Bronze Medal"
"BRA","862","TTE","Women's Singles - Classes 1-2","Bronze Medal"
"RPC","3236","TTE","Women's Singles - Classes 1-2","Bronze Medal"
"KOR","2234","TTE","Women's Singles - Class 3","Bronze Medal"
"KOR","4397","TTE","Women's Singles - Class 3","Bronze Medal"
"CHN","1485","TTE","Women's Singles - Class 4","Bronze Medal"
"CHN","4456","TTE","Women's Singles - Class 4","Bronze Medal"
"JOR","34","TTE","Women's Singles - Class 5","Bronze Medal"
"KOR","1863","TTE","Women's Singles - Class 5","Bronze Medal"
"GER","1460","TTE","Women's Singles - Class 6","Bronze Medal"
"RPC","688","TTE","Women's Singles - Class 6","Bronze Medal"
"FRA","329","TTE","Women's Singles - Class 7","Bronze Medal"
"TUR","2069","TTE","Women's Singles - Class 7","Bronze Medal"
"FRA","1889","TTE","Women's Singles - Class 8","Bronze Medal"
"NOR","871","TTE","Women's Singles - Class 8","Bronze Medal"
"HUN","3855","TTE","Women's Singles - Class 9","Bronze Medal"
"POL","3081","TTE","Women's Singles - Class 9","Bronze Medal"
"TPE","3969","TTE","Women's Singles - Class 10","Bronze Medal"
"POL","3043","TTE","Women's Singles - Class 10","Bronze Medal"
"HKG","4316","TTE","Women's Singles - Class 11","Bronze Medal"
"JPN","1752","TTE","Women's Singles - Class 11","Bronze Medal"
"CRO","1048","TTE","Women's Team - Classes 1-3","Bronze Medal"
"CRO","2771","TTE","Women's Team - Classes 1-3","Bronze Medal"
"ITA","553","TTE","Women's Team - Classes 1-3","Bronze Medal"
"ITA","3383","TTE","Women's Team - Classes 1-3","Bronze Medal"
"GBR","294","TTE","Women's Team - Classes 4-5","Bronze Medal"
"GBR","3604","TTE","Women's Team - Classes 4-5","Bronze Medal"
"SRB","2513","TTE","Women's Team - Classes 4-5","Bronze Medal"
"SRB","3116","TTE","Women's Team - Classes 4-5","Bronze Medal"
"FRA","329","TTE","Women's Team - Classes 6-8","Bronze Medal"
"FRA","1889","TTE","Women's Team - Classes 6-8","Bronze Medal"
"RPC","127","TTE","Women's Team - Classes 6-8","Bronze Medal"
"RPC","688","TTE","Women's Team - Classes 6-8","Bronze Medal"
"RPC","3435","TTE","Women's Team - Classes 6-8","Bronze Medal"
"BRA","799","TTE","Women's Team - Classes 9-10","Bronze Medal"
"BRA","2472","TTE","Women's Team - Classes 9-10","Bronze Medal"
"BRA","3279","TTE","Women's Team - Classes 9-10","Bronze Medal"
"CHN","4333","TTE","Women's Team - Classes 9-10","Bronze Medal"
"CHN","4475","TTE","Women's Team - Classes 9-10","Bronze Medal"
"RPC","3662","TKW","Men K44 -61kg","Bronze Medal"
"TUR","520","TKW","Men K44 -61kg","Bronze Medal"
"ARG","3465","TKW","Men K44 -75kg","Bronze Medal"
"KOR","1846","TKW","Men K44 -75kg","Bronze Medal"
"RPC","245","TKW","Men K44 +75kg","Bronze Medal"
"USA","2562","TKW","Men K44 +75kg","Bronze Medal"
"RPC","3176","TKW","Women K44 -49kg","Bronze Medal"
"THA","3145","TKW","Women K44 -49kg","Bronze Medal"
"BRA","621","TKW","Women K44 -58kg","Bronze Medal"
"CHN","2296","TKW","Women K44 -58kg","Bronze Medal"
"AUS","4265","TKW","Women K44 +58kg","Bronze Medal"
"GBR","4038","TKW","Women K44 +58kg","Bronze Medal"
"ITA","41","TRI","Men's PTWC","Bronze Medal"
"JPN","4395","TRI","Men's PTVI","Bronze Medal"
"ESP","3474","TRI","Men's PTS4","Bronze Medal"
"CAN","883","TRI","Men's PTS5","Bronze Medal"
"ITA","3170","TRI","Women's PTS2","Bronze Medal"
"ESP","2693","TRI","Women's PTWC","Bronze Medal"
"FRA","839","TRI","Women's PTVI","Bronze Medal"
"GBR","631","TRI","Women's PTS5","Bronze Medal"
"GBR","535","WBK","Men","Bronze Medal"
"GBR","546","WBK","Men","Bronze Medal"
"GBR","586","WBK","Men","Bronze Medal"
"GBR","726","WBK","Men","Bronze Medal"
"GBR","1089","WBK","Men","Bronze Medal"
"GBR","1251","WBK","Men","Bronze Medal"
"GBR","1783","WBK","Men","Bronze Medal"
"GBR","2395","WBK","Men","Bronze Medal"
"GBR","2445","WBK","Men","Bronze Medal"
"GBR","3015","WBK","Men","Bronze Medal"
"GBR","3439","WBK","Men","Bronze Medal"
"GBR","4259","WBK","Men","Bronze Medal"
"USA","234","WBK","Women","Bronze Medal"
"USA","352","WBK","Women","Bronze Medal"
"USA","1081","WBK","Women","Bronze Medal"
"USA","1430","WBK","Women","Bronze Medal"
"USA","1655","WBK","Women","Bronze Medal"
"USA","1697","WBK","Women","Bronze Medal"
"USA","1709","WBK","Women","Bronze Medal"
"USA","2687","WBK","Women","Bronze Medal"
"USA","3417","WBK","Women","Bronze Medal"
"USA","3552","WBK","Women","Bronze Medal"
"USA","4214","WBK","Women","Bronze Medal"
"USA","4524","WBK","Women","Bronze Medal"
"CHN","3968","WFE","Men's Épée Individual - Category A","Bronze Medal"
"GBR","810","WFE","Men's Épée Individual - Category B","Bronze Medal"
"RPC","2778","WFE","Men's Foil Individual - Category A","Bronze Medal"
"GBR","810","WFE","Men's Foil Individual - Category B","Bronze Medal"
"CHN","3968","WFE","Men's Sabre Individual - Category A","Bronze Medal"
"GRE","4029","WFE","Men's Sabre Individual - Category B","Bronze Medal"
"GBR","810","WFE","Men's Épée Team","Bronze Medal"
"GBR","1383","WFE","Men's Épée Team","Bronze Medal"
"GBR","2175","WFE","Men's Épée Team","Bronze Medal"
"FRA","2861","WFE","Men's Foil Team","Bronze Medal"
"FRA","3993","WFE","Men's Foil Team","Bronze Medal"
"FRA","4106","WFE","Men's Foil Team","Bronze Medal"
"CHN","436","WFE","Women's Épée Individual - Category A","Bronze Medal"
"THA","1786","WFE","Women's Épée Individual - Category B","Bronze Medal"
"CHN","3375","WFE","Women's Foil Individual - Category A","Bronze Medal"
"RPC","4153","WFE","Women's Foil Individual - Category B","Bronze Medal"
"UKR","534","WFE","Women's Sabre Individual - Category A","Bronze Medal"
"CHN","4331","WFE","Women's Sabre Individual - Category B","Bronze Medal"
"RPC","518","WFE","Women's Épée Team","Bronze Medal"
"RPC","1156","WFE","Women's Épée Team","Bronze Medal"
"RPC","2527","WFE","Women's Épée Team","Bronze Medal"
"HUN","881","WFE","Women's Foil Team","Bronze Medal"
"HUN","1535","WFE","Women's Foil Team","Bronze Medal"
"HUN","2102","WFE","Women's Foil Team","Bronze Medal"
"JPN","1529","WRU","Mixed","Bronze Medal"
"JPN","1571","WRU","Mixed","Bronze Medal"
"JPN","1572","WRU","Mixed","Bronze Medal"
"JPN","1721","WRU","Mixed","Bronze Medal"
"JPN","1722","WRU","Mixed","Bronze Medal"
"JPN","1730","WRU","Mixed","Bronze Medal"
"JPN","2142","WRU","Mixed","Bronze Medal"
"JPN","2789","WRU","Mixed","Bronze Medal"
"JPN","2874","WRU","Mixed","Bronze Medal"
"JPN","2918","WRU","Mixed","Bronze Medal"
"JPN","3642","WRU","Mixed","Bronze Medal"
"JPN","4227","WRU","Mixed","Bronze Medal"
"NED","1092","WTE","Men's Doubles","Bronze Medal"
"NED","3531","WTE","Men's Doubles","Bronze Medal"
"GBR","3291","WTE","Men's Singles","Bronze Medal"
"JPN","2708","WTE","Quad Doubles","Bronze Medal"
"JPN","3813","WTE","Quad Doubles","Bronze Medal"
"NED","4193","WTE","Quad Singles","Bronze Medal"
"JPN","1887","WTE","Women's Doubles","Bronze Medal"
"JPN","2928","WTE","Women's Doubles","Bronze Medal"
"GBR","2928","WTE","Women's Singles","Bronze Medal"
